0.0666667,0,0,0,0,0,0,0,0,0,0,0,0,0
0.266667,0,0,0,0,0,0,0,0,0,0,0,0,0
0.466667,0,0,0,0,0,0,0,0,0,0,0,0,0
0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0
0.866667,0,0,0,0,0,0,0,0,0,0,0,0,0
1.06667,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26667,1.88495,0,0,0,0,0,0,0,0,0,0,0,0
1.46667,0,0,0,0,0,5.28158,0,0,0,0,0,0,0
1.66667,0,0,0,0,0,0,0,0,0,0,0,0,0
1.86667,0,0,0,0,0,0,0,0,0,0,0,0,0
2.06667,0,0,0,0,0,0,0,0,0,0,0,0,0
2.26667,0,0,0,0,0,0,0,0,0,0,0,0,0
2.46667,0,0,0,0,0,0,0,0,0,0,0,0,0
2.66667,0,0,0,0,0,0,0,0,0,0,0,0,0
2.86667,0,0,0,0,0,0,0,0,0,0,0,0,0
3.06667,0,0,0,0,0,0,0,0,0,0,0,0,0
3.26667,0,0,0,0,0,0,0,0,0,0,0,0,0
3.46667,0,0,0,0,0,0,0,0,0,0,0,0,0
3.66667,0,0,0,0,0,0,0,0,0,0,0,0,0
3.86667,0,0,0,0,0,0,0,0,0,0,0,0,0
4.06667,2.7251,0,0,0,0,0,0,0,0,0,0,0,0
4.26667,0,0,0,0,0,0,0,0,0,0,0,0,0
4.46667,0,0,0,0,2.36789,0,0,0,0,0,0,0,0
4.66667,0,0,0,0,0,0,0,0,0,0,0,0,0
4.86667,0,0,0,0,0,0,0,0,0,0,0,0,0
5.06667,0,0,0,0,0,0,0,0,0,0,0,0,0
5.26667,0,0,0,0,0,0,0,0,0,0,0,0,0
5.46667,0,0,0,0,0,0,0,0,0,0,0,0,0
5.66667,0,0,0,0,0,0,0,0,0,0,0,0,0
5.86667,2.47817,0,0,0,0,0,0,0,0,0,0,0,0
6.06667,0,0,0,0,0,0,0,0,0,0,0,0,0
6.26667,0,0,0,0,0,0,0,0,0,0,0,0,0
6.46667,0,0,0,0,0,0,0,0,0,0,0,0,0
6.66667,0,0,0,0,0,0,0,0,0,0,0,0,0
6.86667,0,0,0,0,0,0,0,0,0,0,0,0,0
7.06667,0,0,0,0,0,0,0,0,0,0,0,0,0
7.26667,0,0,0,0,0,0,0,0,0,0,0,0,0
7.46667,0,0,0,0,0,0,0,0,0,0,0,0,0
7.66667,0,0,0,0,0,0,0,0,0,0,0,0,0
7.86667,0,0,0,0,0,0,0,0,0,0,0,0,0
8.06667,0,0,0,0,0,0,0,0,0,0,0,0,0
8.26667,0,0,0,0,0,0,0,0,0,0,0,0,0
8.46667,0,0,0,0,0,0,0,0,0,0,0,0,0
8.66667,0,0,0,0,0,0,0,0,0,0,0,0,0
8.86667,0,0,0,0,0,0,0,0,0,0,0,0,0
9.06667,0,0,0,0,0,0,0,0,0,0,0,0,0
9.26667,0,0,0,0,0,0,0,0,0,0,0,0,0
9.46667,0,0,0,0,0,0,0,0,0,0,0,0,0
9.66667,0,0,0,0,0,0,0,0,0,0,0,0,0
9.86667,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
10.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
10.4667,0,0,3.08755,0,0,0,0,0,0,0,0,0,0
10.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
10.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
11.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
11.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
11.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
11.8667,0,0,0,0,0,0,0,0,2.78117,0,0,0,0
12.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
12.2667,0,0,0,5.88779,0,0,0,0,0,0,0,0,0
12.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
12.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
12.8667,0,0,0,0,0,0,0,0,0,0,0,0,7.55794
13.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
13.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
13.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
13.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
13.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
14.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
14.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
14.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
14.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
14.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0667,0,0,0,0,0,0,0,0,0,2.54113,0,0,0
15.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
15.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
15.6667,0,0,0,0,0,0,0,3.81562,0,0,0,0,0
15.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
16.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
16.2667,0,0,0,0,0,2.17116,0,0,10.2253,0,0,0,0
16.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
16.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
16.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
17.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
17.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
17.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
17.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
17.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
18.0667,2.3438,0,0,0,0,0,0,0,0,0,0,0,0
18.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
18.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
18.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
18.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
19.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
19.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
19.4667,13.102,0,0,0,0,0,0,0,0,0,0,0,0
19.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
19.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
20.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
20.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
20.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
20.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
20.8667,0,0,0,0,2.22393,0,0,0,0,0,0,0,0
21.0667,0,0,0,3.07441,0,0,0,0,0,0,0,0,0
21.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
21.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
21.6667,6.75915,0,0,0,0,0,0,0,0,0,0,0,0
21.8667,0,0,0,0,2.58142,0,0,0,0,0,0,0,0
22.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
22.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
22.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
22.6667,2.21593,0,0,0,0,0,0,0,0,0,0,0,0
22.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
23.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
23.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
23.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
23.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
24.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
24.4667,0,6.46346,0,0,0,0,0,0,0,0,0,0,0
24.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
24.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
25.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
25.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
25.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
25.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
25.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
26.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
26.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
26.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
26.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
26.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
27.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
27.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
27.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
27.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
27.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
28.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
28.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
28.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
28.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
28.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
29.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
29.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
29.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
29.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
30.0667,0,0,0,0,0,0,0,0,3.18025,0,0,0,0
30.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
30.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
30.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
30.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
31.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
31.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
31.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
31.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
31.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
32.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
32.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
32.4667,0,0,0,0,0,0,0,0,0,0,0,0,3.74539
32.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
32.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
33.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
33.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
33.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
33.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
33.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
34.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
34.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
34.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
34.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
34.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
35.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
35.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
35.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
35.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
36.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
36.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
36.4667,0,0,0,0,0,0,0,0,3.08013,0,0,0,0
36.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
36.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
37.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
37.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
37.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
37.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
37.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
38.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
38.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
38.4667,0,0,0,0,0,0,0,0,0,0,0,0,0
38.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
38.8667,0,0,0,0,0,0,0,0,0,0,0,0,0
39.0667,0,0,0,0,0,0,0,0,0,0,0,0,0
39.2667,0,0,0,0,0,0,0,0,0,0,0,0,0
